V002,V024,V025,V106,V190,V201,V212,V221,V228,V312,V360,V384B,V457,V463X,V701,M18,S720,Zone
14,7,1,1,0.5,3,22,33,1,5,9,0,2,0,1,0.5,0,Northern Zone
81,7,1,2,1,3,20,12,1,2,2,0,2,0,2,0.5,0,Northern Zone
27,7,1,3,1,1,24,19,0,9,1,1,4,0,3,0.5,0,Northern Zone
91,7,1,0,0.5,2,24,38,0,9,2,1,4,0,2,0.5,0,Northern Zone
75,7,1,0,0.5,3,23,96,0,5,2,1,9,0,2,0.5,0,Northern Zone
70,7,1,2,1,1,20,12,0,5,2,0,2,0,3,0.5,0,Northern Zone
96,7,1,0,0.5,2,27,57,0,5,7,1,4,0,0,0.5,0,Northern Zone
19,7,1,3,1,2,23,19,1,2,2,1,4,0,3,0.5,0,Northern Zone
64,7,1,2,0.75,2,19,31,1,1,1,1,3,0,2,0.5,0,Northern Zone
14,7,2,3,1,1,27,31,0,5,2,1,4,0,3,0.5,0,Northern Zone
21,7,1,3,1,2,20,14,0,8,2,1,3,0,3,0.5,0,Northern Zone
92,7,1,1,1,2,18,8,0,5,1,1,3,0,2,0.75,0,Northern Zone
46,7,1,2,1,2,23,14,0,5,2,1,4,0,2,0.5,0,Northern Zone
1,7,1,3,1,1,21,10,0,5,2,1,2,0,3,0.5,0,Northern Zone
30,7,1,0,1,3,16,996,1,5,1,1,4,0,2,0.5,0,Northern Zone
50,7,1,2,0.75,2,21,24,0,0,2,1,2,0,2,0.5,0,Northern Zone
6,7,1,0,0.5,2,19,21,0,0,1,1,4,0,2,0.5,0,Northern Zone
52,7,1,3,1,2,31,11,0,0,7,0,4,0,3,0.5,0,Northern Zone
4,7,1,2,1,2,27,62,0,0,4,0,2,0,2,0.5,0,Northern Zone
53,7,1,1,1,4,16,13,0,5,7,1,4,0,2,0.5,0,Northern Zone
67,7,1,2,1,2,20,13,1,0,2,0,2,0,2,0.5,0,Northern Zone
45,7,2,1,0.25,1,23,25,0,0,2,0,2,0,2,0.75,0,Northern Zone
35,8,2,2,0.25,3,20,29,0,0,1,1,4,0,2,0.5,0,Northern Zone
31,8,2,2,1,2,20,32,1,0,2,1,2,0,2,0.5,0,Northern Zone
64,8,2,1,0.5,3,21,5,0,6,7,0,3,0,3,0.5,0,Northern Zone
71,8,2,0,0.25,2,20,25,0,1,2,1,3,0,1,0.5,0,Northern Zone
1,8,2,0,0.5,4,25,58,0,6,9,0,2,0,2,0.5,0,Northern Zone
67,8,2,2,0.25,1,28,19,0,5,3,0,2,0,2,0.5,0,Northern Zone
31,8,2,3,1,1,26,58,1,0,2,1,4,0,3,0.5,0,Northern Zone
7,8,2,2,0.75,2,22,26,0,9,2,1,4,0,2,0.25,0,Northern Zone
59,8,2,2,0.5,3,17,9,0,1,7,1,3,0,2,0.5,0,Northern Zone
87,8,2,2,0.75,3,22,27,0,8,3,0,4,0,3,0.5,0,Northern Zone
1,8,2,0,0.5,1,30,55,0,8,2,0,2,0,0,0.5,0,Northern Zone
28,8,2,2,1,3,23,34,0,6,14,1,3,0,2,0.5,0,Northern Zone
57,8,2,1,0.5,2,21,37,1,6,18,0,4,0,2,0.5,0,Northern Zone
79,8,2,3,1,1,24,20,0,0,2,1,4,0,3,0.5,0,Northern Zone
34,8,1,0,0.75,5,18,27,0,0,1,1,4,0,0,1,0,Northern Zone
93,8,2,2,0.5,2,22,23,1,5,7,0,2,0,2,0.5,0,Northern Zone
50,8,1,0,0.25,3,21,18,0,5,18,0,4,0,2,0,0,Northern Zone
26,8,2,1,0.25,1,21,16,0,0,9,1,2,0,2,0.5,0,Northern Zone
53,8,2,0,0.25,3,18,31,0,0,9,0,4,0,3,0.5,0,Northern Zone
78,8,2,3,0.5,2,25,19,0,5,9,0,4,0,3,0.5,0,Northern Zone
38,8,1,3,1,1,29,28,1,5,3,1,4,0,3,0.25,0,Northern Zone
88,8,1,1,0.25,3,18,50,0,0,3,1,4,0,2,0.5,0,Northern Zone
93,8,2,0,0.25,2,17,20,1,6,2,0,4,0,2,0.5,0,Northern Zone
79,8,2,2,0,2,21,39,0,5,2,1,9,0,1,0.5,0,Northern Zone
77,8,2,1,0.25,5,16,3,0,9,2,1,4,0,2,0.25,0,Northern Zone
27,8,2,0,0,3,23,20,0,0,2,1,3,0,2,0.5,0,Northern Zone
15,8,2,0,0.5,4,31,19,0,6,2,1,2,0,2,0.5,0,Northern Zone
78,8,2,2,0.5,2,21,24,0,6,7,0,4,0,2,0.5,0,Northern Zone
84,8,2,2,0.75,2,18,25,0,0,2,0,2,0,2,0.5,0,Northern Zone
3,8,1,1,1,3,18,26,0,5,2,1,3,0,3,0.5,0,Northern Zone
48,8,1,3,1,2,27,23,0,0,2,1,2,0,3,0.5,0,Northern Zone
28,8,2,2,1,2,25,50,0,5,2,0,2,0,2,0.5,0,Northern Zone
41,8,1,0,0.75,3,20,9,0,6,2,1,4,0,2,0.5,0,Northern Zone
31,8,2,2,0.75,2,24,9,0,8,2,1,4,0,2,0.5,0,Northern Zone
71,8,2,2,0.5,6,19,18,1,5,1,1,3,0,1,1,0,Northern Zone
33,8,2,0,0.25,5,17,17,0,9,7,1,4,0,0,1,0,Northern Zone
39,8,2,0,0,3,21,29,0,9,18,0,4,0,0,0.5,0,Northern Zone
39,8,1,1,0.25,3,21,37,0,6,2,1,1,0,2,0.5,0,Northern Zone
31,8,2,2,0.75,2,24,9,0,8,2,1,4,0,2,0.5,0,Northern Zone
15,8,2,2,0.75,2,21,22,0,13,18,1,4,0,2,0.25,0,Northern Zone
98,8,2,0,0.25,2,23,27,0,0,2,1,4,0,0,0.5,0,Northern Zone
69,8,2,2,1,3,21,23,0,6,2,1,3,0,2,0.5,0,Northern Zone
56,8,2,2,0.25,1,21,11,0,5,18,1,2,0,1,0.5,0,Northern Zone
65,8,2,1,0.5,3,18,12,0,3,2,0,2,0,2,0.5,0,Northern Zone
83,8,2,2,0.5,3,19,13,0,9,2,1,3,0,2,0.75,0,Northern Zone
76,8,2,3,1,2,18,12,1,5,2,1,4,0,3,0.5,0,Northern Zone
52,8,2,3,0.5,1,19,10,0,0,9,0,2,0,3,0.5,0,Northern Zone
11,8,2,3,0.75,2,22,15,0,6,3,1,4,0,3,0.5,0,Northern Zone
22,8,2,1,0,3,24,81,0,0,14,0,2,0,2,0.5,0,Northern Zone
55,8,2,2,0.5,2,27,61,0,0,2,0,2,0,2,0.5,0,Northern Zone
62,9,2,2,0.75,2,24,12,0,9,11,1,4,0,2,0.25,0,Central Zone
73,9,2,2,0.25,2,24,13,0,5,2,1,3,0,2,0.5,0,Central Zone
21,9,2,0,0.25,3,20,41,0,5,9,0,2,0,2,0.5,0,Central Zone
67,9,2,0,0,3,26,99,0,8,18,0,2,0,2,0,0,Central Zone
1,9,2,2,0,3,21,16,0,0,11,1,2,0,0,0,0,Central Zone
16,9,2,0,0,9,21,68,0,5,1,0,4,0,0,0.5,0,Central Zone
84,9,1,2,1,1,22,19,0,13,2,1,3,0,2,0.5,0,Central Zone
38,9,2,0,0.25,9,18,21,0,1,15,1,2,0,0,0.5,0,Central Zone
20,9,2,1,0.25,2,20,12,1,0,9,1,4,0,3,0.5,0,Central Zone
81,9,2,2,0.5,3,23,33,1,8,2,1,2,0,2,0.25,0,Central Zone
4,9,1,3,1,2,23,9,0,8,9,0,4,0,8,0.5,0,Central Zone
78,9,2,2,0.25,1,23,26,0,5,3,1,4,0,2,0.25,0,Central Zone
29,9,2,2,0.5,2,16,29,0,8,9,1,3,0,2,0.5,0,Central Zone
14,9,2,2,0.5,2,20,15,0,8,9,1,4,0,1,0,0,Central Zone
21,9,2,0,0.25,4,21,50,0,6,3,0,4,0,2,0.5,0,Central Zone
81,9,2,3,0.25,2,23,28,0,5,11,1,4,0,2,0.5,0,Central Zone
59,9,2,2,0.25,4,20,57,0,0,9,0,4,0,2,0.5,0,Central Zone
23,9,2,0,0.5,3,25,996,0,5,2,1,2,0,1,0.5,0,Central Zone
73,9,2,1,0.75,2,28,46,0,3,9,1,3,0,2,0.5,0,Central Zone
27,9,2,2,0.25,1,21,16,0,0,11,1,3,0,3,0.5,0,Central Zone
82,9,1,2,0.5,2,23,27,0,1,11,1,2,0,2,0.5,0,Central Zone
64,9,2,0,0.5,3,24,35,0,5,9,1,3,0,0,0.5,0,Central Zone
11,9,2,2,0.5,1,22,16,0,0,2,1,3,0,2,0.5,0,Central Zone
25,9,2,0,0.25,6,21,28,0,8,2,1,3,0,2,1,0,Central Zone
52,9,2,2,0.75,3,20,68,0,0,2,0,2,0,2,0.5,0,Central Zone
53,9,2,1,0.25,3,20,49,0,0,2,0,3,0,2,0.5,0,Central Zone
59,9,2,1,0,2,28,49,0,5,11,0,2,0,2,0.5,0,Central Zone
31,9,2,2,0.25,1,23,10,0,9,9,0,4,0,0,0.5,0,Central Zone
89,9,2,2,0.5,3,21,18,0,6,7,1,4,0,2,0,0,Central Zone
99,9,2,2,1,2,20,11,1,0,14,0,2,0,2,0.5,0,Central Zone
96,9,2,2,0.25,3,23,54,0,1,9,1,4,0,2,0.5,0,Central Zone
21,9,1,2,1,3,18,13,1,5,1,1,2,0,1,0.5,0,Central Zone
92,9,2,0,0,5,20,0,0,1,3,0,4,0,0,0.5,0,Central Zone
41,9,2,2,0.25,3,19,996,0,5,1,0,2,0,2,0.5,0,Central Zone
54,9,1,2,1,2,19,11,0,0,2,1,3,0,1,0.5,0,Central Zone
5,9,2,0,0,6,20,10,0,0,9,0,3,0,1,0.5,0,Central Zone
65,9,1,3,1,2,19,30,0,8,18,1,4,0,3,0.5,0,Central Zone
53,9,2,0,0.25,3,19,9,0,0,2,1,4,0,2,0.5,0,Central Zone
83,9,2,0,0,5,17,21,0,2,7,1,2,0,0,0.5,0,Central Zone
67,9,1,2,0.25,2,22,16,1,13,6,1,9,0,2,0.5,0,Central Zone
29,9,2,2,0.75,3,18,24,0,0,10,0,3,0,2,0.5,0,Central Zone
61,9,2,2,0.25,5,18,49,0,0,4,1,4,0,2,0.25,0,Central Zone
45,9,2,0,0,2,21,23,0,13,2,0,2,0,2,0.25,0,Central Zone
51,9,2,2,0,3,19,22,0,8,2,1,4,0,3,0.5,0,Central Zone
80,9,2,1,0.25,2,20,26,1,0,9,0,2,0,1,0.5,0,Central Zone
48,9,2,1,0.75,2,25,91,1,5,2,1,4,0,2,0.5,0,Central Zone
58,9,2,2,0.25,2,17,35,0,0,9,1,4,0,2,0,0,Central Zone
23,9,2,0,0.5,3,25,996,0,5,2,1,2,0,1,0.5,0,Central Zone
61,9,2,2,0.5,2,21,126,0,0,10,1,3,0,2,0.5,0,Central Zone
60,9,2,2,0.75,2,23,67,1,0,9,1,2,0,2,0.5,0,Central Zone
92,10,2,0,0,4,21,31,0,8,1,0,2,0,2,0.75,0,Eastern Zone
22,10,2,2,0.25,2,19,47,0,0,9,1,4,0,2,0.75,0,Eastern Zone
1,10,1,1,0.5,3,17,27,0,8,11,0,2,0,2,0.5,0,Eastern Zone
89,10,2,2,0.75,4,21,13,0,8,1,1,3,0,2,0,0,Eastern Zone
83,10,2,2,0,1,20,10,0,3,1,0,3,0,2,0.5,0,Eastern Zone
34,10,1,2,0.25,2,18,40,0,0,2,1,2,0,3,0.5,0,Eastern Zone
68,10,2,0,0,4,17,55,1,6,1,0,4,0,0,0.5,0,Eastern Zone
68,10,2,3,1,2,25,16,0,9,1,1,2,0,3,0,0,Eastern Zone
21,10,2,2,0.25,2,20,21,0,5,9,1,4,0,0,0,0,Eastern Zone
96,10,2,0,0,5,22,31,0,6,9,0,4,0,1,1,0,Eastern Zone
99,10,2,1,0.25,4,18,996,0,6,2,1,2,0,2,0.25,0,Eastern Zone
3,10,1,0,0.25,8,23,11,0,0,9,1,1,0,0,0.5,0,Eastern Zone
95,10,2,0,0,3,18,62,0,13,1,1,3,0,0,0.5,0,Eastern Zone
58,10,2,2,0.25,2,23,40,1,0,1,0,3,0,2,0.5,0,Eastern Zone
86,10,2,0,0.25,3,20,19,0,0,1,0,3,0,1,0,0,Eastern Zone
1,10,2,0,0.25,1,19,11,0,0,1,0,2,0,0,0.5,0,Eastern Zone
39,10,2,1,0.5,5,19,18,1,0,16,1,4,0,2,0.5,0,Eastern Zone
78,10,2,2,0,1,21,45,0,0,14,1,4,0,2,0.5,0,Eastern Zone
96,10,2,0,0,4,16,27,0,0,2,0,2,0,2,0.5,0,Eastern Zone
90,10,2,0,0.25,4,24,33,0,6,9,1,2,0,0,0,0,Eastern Zone
61,10,2,0,0,6,20,23,0,9,3,0,2,0,0,0.5,0,Eastern Zone
32,10,2,2,0,6,24,37,0,6,9,1,1,0,3,0.75,0,Eastern Zone
79,10,1,2,0.5,2,19,15,0,8,4,1,2,0,2,0.5,0,Eastern Zone
16,10,2,0,0,3,22,22,1,0,9,0,3,0,0,0.75,0,Eastern Zone
24,10,2,2,0,3,20,12,0,0,3,0,2,0,2,0.25,0,Eastern Zone
1,10,2,0,0,3,20,14,0,0,9,0,2,0,2,0.5,0,Eastern Zone
96,10,2,0,0,5,22,31,0,6,9,0,4,0,1,1,0,Eastern Zone
8,10,2,2,0.5,3,25,34,1,0,14,0,3,0,2,0.5,0,Eastern Zone
37,10,2,0,0.25,6,19,23,0,8,1,0,2,0,3,1,0,Eastern Zone
44,10,2,2,0.25,2,22,33,0,5,2,0,2,0,3,0.5,0,Eastern Zone
15,10,2,3,0.5,2,20,17,1,8,14,0,4,0,2,0.5,0,Eastern Zone
58,10,2,0,0,1,23,67,0,0,9,0,4,0,0,0.5,0,Eastern Zone
30,10,2,2,0,3,19,5,0,0,9,0,2,0,1,0.5,0,Eastern Zone
93,10,2,1,0,3,21,31,0,9,9,0,3,0,1,0.5,0,Eastern Zone
73,10,2,0,0.25,3,20,18,0,8,1,1,3,0,0,0.5,0,Eastern Zone
19,10,2,2,0,2,17,28,0,0,4,0,2,0,2,0.5,0,Eastern Zone
46,10,2,1,0,3,20,78,1,0,2,0,2,0,1,0.5,0,Eastern Zone
27,10,2,3,0.75,2,18,12,0,8,9,1,4,0,1,0.5,0,Eastern Zone
90,10,2,0,0,1,21,28,0,5,9,0,2,0,1,0.5,0,Eastern Zone
27,10,2,0,0.25,2,21,38,0,9,3,0,3,0,0,0.5,0,Eastern Zone
78,10,2,0,0,4,26,115,0,5,3,0,2,0,2,0.5,0,Eastern Zone
60,10,2,0,0,3,30,67,0,13,9,0,4,0,0,0.75,0,Eastern Zone
58,10,2,0,0,6,25,62,0,0,11,0,2,0,0,0.5,0,Eastern Zone
86,10,2,0,0,6,15,13,0,6,9,0,4,0,2,0.5,0,Eastern Zone
61,10,2,3,0.75,3,28,46,0,6,2,1,2,0,3,0.5,0,Eastern Zone
51,10,2,2,0.25,3,17,31,0,0,2,0,2,0,2,0.5,0,Eastern Zone
72,10,2,3,0,1,32,111,1,5,14,0,4,0,2,0.5,0,Eastern Zone
20,10,2,0,0,2,26,84,1,0,14,0,4,0,2,0.5,0,Eastern Zone
39,10,2,2,0.25,2,16,21,0,0,2,0,3,0,1,0.5,0,Eastern Zone
36,10,2,2,0.75,1,23,26,0,13,2,1,4,0,3,0.5,0,Eastern Zone
93,12,1,2,0.5,1,19,8,0,5,3,1,4,0,2,0.5,0,North Eastern Zone
78,12,2,1,0.25,2,20,29,0,9,3,0,4,0,2,0.5,0,North Eastern Zone
34,12,2,2,0.5,2,27,27,0,0,2,0,2,0,2,0.5,0,North Eastern Zone
83,12,2,2,0.5,2,24,45,0,0,3,1,2,0,2,0.5,0,North Eastern Zone
44,12,1,2,0.25,2,18,11,0,2,7,1,4,0,2,0.5,0,North Eastern Zone
69,12,2,3,0.25,1,19,27,0,2,3,0,3,0,3,0.5,0,North Eastern Zone
28,12,1,2,0.5,2,17,10,0,0,2,1,3,0,2,0.5,0,North Eastern Zone
52,12,2,1,0.75,2,19,17,0,1,2,1,4,0,2,0.5,0,North Eastern Zone
69,12,2,2,1,3,19,34,0,9,18,0,4,0,2,0.5,0,North Eastern Zone
81,12,2,2,0.25,1,19,22,0,0,3,1,4,0,2,0.5,0,North Eastern Zone
59,12,2,3,0.25,1,24,13,0,5,7,0,4,0,2,0.5,0,North Eastern Zone
56,12,2,2,0,1,20,19,0,0,2,1,4,0,2,0.5,0,North Eastern Zone
86,12,2,2,0.25,2,23,6,0,8,9,0,2,0,2,0.25,1,North Eastern Zone
78,12,2,2,0.25,2,15,25,0,6,9,0,4,0,2,0.5,0,North Eastern Zone
92,12,2,0,0.25,2,19,57,0,6,2,1,2,0,0,0.5,0,North Eastern Zone
83,12,1,2,0.5,2,17,11,0,1,7,1,2,0,0,0.5,0,North Eastern Zone
23,12,2,1,0.25,2,24,10,0,0,1,0,2,0,2,0.25,0,North Eastern Zone
66,12,2,0,0,1,20,22,0,0,2,0,1,0,2,0,1,North Eastern Zone
29,12,1,1,0.25,4,21,21,0,2,2,0,2,0,1,0.5,1,North Eastern Zone
10,12,2,0,0,3,22,16,0,1,2,0,4,0,1,0.5,0,North Eastern Zone
32,12,2,2,0,3,25,4,0,2,1,1,4,0,2,0,0,North Eastern Zone
12,12,2,0,0.5,1,21,7,0,0,6,0,4,0,0,0.5,0,North Eastern Zone
20,12,2,2,0,3,19,10,0,1,98,1,4,0,0,0.5,0,North Eastern Zone
45,12,2,3,0.75,2,24,12,0,1,2,0,2,0,2,0.5,0,North Eastern Zone
92,12,2,2,0.5,3,17,19,0,1,16,1,4,0,2,0.5,0,North Eastern Zone
22,12,2,2,0.5,2,23,11,0,6,2,1,3,0,2,0.5,0,North Eastern Zone
16,12,2,1,0.5,4,13,27,0,1,9,0,4,0,2,0.5,0,North Eastern Zone
33,12,2,2,0.5,1,22,20,0,0,13,1,4,0,2,0.5,0,North Eastern Zone
96,12,2,2,0.5,3,14,12,0,0,2,1,4,0,2,0.5,0,North Eastern Zone
89,12,1,2,0.5,1,20,12,0,9,9,1,4,0,2,0.5,0,North Eastern Zone
91,12,2,0,0.25,2,23,6,0,6,3,1,2,0,0,0.5,0,North Eastern Zone
27,12,2,1,0,3,31,17,0,9,9,0,4,0,2,0.5,0,North Eastern Zone
29,12,1,1,0.25,4,21,21,0,2,2,0,2,0,1,0.5,1,North Eastern Zone
68,12,2,2,0,3,21,3,1,0,2,0,4,0,1,0.5,1,North Eastern Zone
10,12,1,2,0.75,3,19,26,0,0,2,0,4,0,2,0.5,0,North Eastern Zone
77,12,2,2,0.25,1,26,13,0,0,2,0,4,0,3,0.25,0,North Eastern Zone
10,12,2,2,0.25,2,23,14,0,13,2,1,4,0,2,0.5,1,North Eastern Zone
45,12,2,3,0.75,2,24,12,0,1,2,0,2,0,2,0.25,0,North Eastern Zone
22,12,2,0,0,2,15,5,0,5,2,0,4,0,0,0.75,1,North Eastern Zone
40,12,2,2,0.5,1,18,13,0,2,15,1,2,0,2,0.5,0,North Eastern Zone
64,12,2,2,0.5,2,16,13,0,1,4,1,2,0,2,0,0,North Eastern Zone
28,12,1,2,0.75,1,23,13,1,16,3,0,3,0,3,0.25,1,North Eastern Zone
14,12,2,3,0.5,2,22,10,0,1,2,1,4,0,3,0.5,0,North Eastern Zone
23,12,2,2,0.25,2,22,25,0,2,1,1,4,0,2,0,1,North Eastern Zone
94,12,2,2,0.5,4,22,20,0,1,2,1,4,0,2,0.5,1,North Eastern Zone
29,12,1,2,0.75,1,20,10,1,0,2,1,4,0,2,0,0,North Eastern Zone
31,12,2,2,0.25,2,20,3,0,9,2,0,4,0,2,0.5,1,North Eastern Zone
63,12,2,2,0.5,1,29,9,0,2,7,0,4,0,2,0.5,1,North Eastern Zone
66,12,1,2,0.5,2,23,18,0,0,9,1,2,0,1,0.5,0,North Eastern Zone
26,12,2,2,0,4,19,14,0,2,2,0,4,0,2,0.75,0,North Eastern Zone
16,13,2,2,0.75,1,31,13,0,0,2,1,4,0,3,0.5,0,North Eastern Zone
15,13,1,3,0.25,2,27,10,0,9,7,0,4,0,2,0.5,0,North Eastern Zone
59,13,2,3,0.75,3,29,13,1,6,2,0,4,0,3,0.5,0,North Eastern Zone
58,13,2,2,0,3,18,2,0,2,7,1,4,0,2,0.5,0,North Eastern Zone
57,13,2,2,0.25,2,24,10,0,2,2,0,4,0,2,0.5,0,North Eastern Zone
50,13,1,2,0.25,2,22,21,0,2,2,0,4,0,2,0.5,0,North Eastern Zone
55,13,2,2,0.25,5,17,15,0,2,2,0,2,0,1,0.5,0,North Eastern Zone
59,13,2,2,0.25,3,28,9,0,8,2,1,4,0,2,0.5,0,North Eastern Zone
15,13,2,1,0,4,22,14,0,9,2,0,4,0,2,0.5,0,North Eastern Zone
14,13,2,2,0,2,22,9,0,1,2,0,3,0,2,0.5,0,North Eastern Zone
95,13,1,2,0.5,3,23,9,0,9,2,0,3,0,2,0.5,0,North Eastern Zone
68,13,2,3,0.75,2,28,11,1,0,2,1,2,0,3,0.5,0,North Eastern Zone
16,13,2,1,0,3,30,6,0,9,6,0,2,0,1,0.5,0,North Eastern Zone
15,13,1,3,0.25,2,27,10,0,9,7,0,4,0,2,0.5,0,North Eastern Zone
82,13,1,3,0.75,2,32,15,0,13,2,1,4,0,3,0.5,0,North Eastern Zone
44,13,2,1,0.25,2,21,30,0,9,2,1,4,0,1,0.5,0,North Eastern Zone
95,13,1,2,0.5,3,23,9,0,9,2,0,3,0,2,0.5,0,North Eastern Zone
98,13,1,2,0.75,2,20,9,0,9,14,1,4,0,2,0.5,0,North Eastern Zone
92,13,2,2,0,1,30,17,0,8,2,0,4,0,1,0.5,0,North Eastern Zone
45,13,2,2,0,4,18,8,0,1,4,0,4,0,2,0.5,0,North Eastern Zone
57,13,2,2,0.5,3,20,10,0,0,2,0,2,0,2,0.5,0,North Eastern Zone
77,13,1,2,0.5,2,15,9,0,9,2,0,1,0,2,0.5,0,North Eastern Zone
24,13,2,2,0.25,3,24,15,0,0,2,1,2,0,3,0,0,North Eastern Zone
48,13,1,3,0.25,2,23,11,0,9,7,0,4,0,2,0.5,0,North Eastern Zone
18,13,2,2,0.25,3,20,13,0,1,3,0,3,0,1,0.5,0,North Eastern Zone
29,13,2,2,0.25,2,20,13,0,0,14,0,4,0,2,0.5,0,North Eastern Zone
16,13,2,2,0,4,21,14,0,0,7,0,2,0,2,0.5,0,North Eastern Zone
13,13,2,2,0,4,24,9,0,0,2,1,4,0,2,0.5,0,North Eastern Zone
58,13,2,2,0,3,22,24,1,0,2,0,4,0,2,0.5,0,North Eastern Zone
57,13,2,0,0,2,19,59,0,9,9,0,4,0,0,0.5,0,North Eastern Zone
50,13,2,2,0,4,17,18,0,0,2,0,3,0,2,0.5,0,North Eastern Zone
66,13,2,2,0.5,2,25,18,0,2,3,1,4,0,2,0.5,0,North Eastern Zone
90,13,1,2,0.5,1,27,14,0,0,2,0,2,0,2,0.25,0,North Eastern Zone
3,13,2,2,0.25,3,20,2,1,2,2,1,3,0,2,0.25,0,North Eastern Zone
20,13,2,1,0,2,22,21,0,5,6,0,2,0,1,0.5,0,North Eastern Zone
65,13,2,2,0,4,23,4,0,9,2,0,4,0,1,0.5,0,North Eastern Zone
44,13,1,2,0,3,18,8,0,0,2,0,3,0,2,0,0,North Eastern Zone
16,13,2,2,0,1,33,15,0,0,2,0,3,0,2,0.5,0,North Eastern Zone
79,13,1,3,0.75,2,24,8,1,5,2,0,4,0,3,0.5,0,North Eastern Zone
29,13,2,2,0.25,3,23,15,0,1,7,0,3,0,2,0.5,0,North Eastern Zone
99,13,1,2,0.5,2,21,27,0,9,4,0,4,0,2,0.5,0,North Eastern Zone
99,13,1,2,0.25,1,28,2,0,9,2,0,4,0,3,0.5,0,North Eastern Zone
59,13,2,2,0.25,3,28,9,0,8,2,1,4,0,2,0.5,0,North Eastern Zone
19,13,2,2,0.75,2,20,10,0,9,3,1,3,0,2,0.5,0,North Eastern Zone
11,13,2,2,0,5,17,15,0,9,3,1,4,0,2,0.5,0,North Eastern Zone
12,13,2,0,0,3,23,21,0,2,17,0,3,0,0,0.25,0,North Eastern Zone
